;nr;file;year;page;source;context;cluster;nz;loc
4618;3169;1821_Brus_Goet_01;1821;22;brief;hoe meer int land indrongen hadde door eenen brief;2;Z;c
4619;3171;1821_Brus_Goet_01;1821;22;hy;bewaeren hy  meldt voorders dat hy syne declaratie;6;Z;c
4620;3170;1821_Brus_Goet_01;1821;22;sy;met den keyser gebroken is tot bewys hiervan seggen sy;6;Z;c
4621;3172;1821_Brus_Goet_01;1821;23;brief;hoe meer int land indrongen hadde door eenen brief;2;Z;c
4622;3174;1821_Brus_Goet_01;1821;23;bischoppen;de gemelde bischoppen schryven dat nochte sy nochte i@@;6;Z;c
4623;3173;1821_Brus_Goet_01;1821;23;den paus;in volle rust te stellen den Paus schréef ook;6;Z;c
4624;3175;1821_Brus_Goet_01;1821;23;sy;met den keyser gebroken is tot bewys hiervan seggen sy;6;Z;c
4625;3177;1821_Brus_Goet_01;1821;24;hy;het selve syde hy  aen de volontairen deser stad de welcke;6;Z;c
4626;3176;1821_Brus_Goet_01;1821;24;veele onnosele borgers;veele onnosele borgers de welcke dan verblind waeren in dien;6;Z;c
4627;3178;1821_Brus_Goet_01;1821;25;de gazetten;gesien heeft dat alles contrarie was dat de gazetten;3;Z;c
4628;3179;1821_Brus_Goet_01;1821;25;een decreet;maer men sag aenstonds een decreet aenplacken door den;1;Z;c
4629;3180;1821_Brus_Goet_01;1821;27;eed;tigen minister van het congresse welcken  eed is voorgelesen;1;Z;c
4630;3181;1821_Brus_Goet_01;1821;27;men;s avonds sag  men veele vreugde teekens in de straeten;6;Z;c
4631;3182;1821_Brus_Goet_01;1821;29;raesende beulen;raesende beulen aenstonds vastgegrepen seggende aen desen;6;Z;c
4632;3183;1821_Brus_Goet_01;1821;30;ik;ik  hebbe nu aen den leser vooroogen gestelt den inhoud;6;Z;c
4633;3188;1821_Brus_Goet_01;1821;31;de declaratie van 1782-04-03;houwelyken  de declaratie van 1782-04-03;1;Z;c
4634;3185;1821_Brus_Goet_01;1821;31;de declaratie van 1782-11-18;en de declaratie van 1782-11-18;1;Z;c
4635;3186;1821_Brus_Goet_01;1821;31;de edickten van 1781-12-05 van 1782-08-19 van 1784-09-28;de edickten van 1781-12-05 van 1782-08-19 van 1784-09-28 en de;1;Z;c
4636;3187;1821_Brus_Goet_01;1821;31;declaratie van 1786-05-13;declaratie van 1786-05-13 in materie van;1;Z;c
4637;3191;1821_Brus_Goet_01;1821;31;het bevel van 1785-09-26   en van 1787-12-17;lyke protonotarissen het bevel van 1785-09-26   en van 1787-12-17  nopende het;1;Z;c
4638;3184;1821_Brus_Goet_01;1821;31;het edickt van 1781-11-28;en erroepen wirden  het edickt van 1781-11-28;1;Z;c
4639;3189;1821_Brus_Goet_01;1821;31;het edickt van 1783-10-24;het edickt van 1783-10-24 aengaende de;1;Z;c
4640;3190;1821_Brus_Goet_01;1821;31;het edickt van 1785-02-10;het edickt van 1785-02-10  op de aposto-;1;Z;c
4641;3193;1821_Brus_Goet_01;1821;33;den 26 augusti herderlyken brief van den artsbischop;den 26 augusti herderlyken brief van den artsbischop;2;Z;c
4642;3192;1821_Brus_Goet_01;1821;33;het bevel van den 11 februarius 1786;het bevel van den 11 februarius 1786 aengaende de;1;Z;c
4643;3195;1821_Brus_Goet_01;1821;38;den naem van de fransche natie van uyt rys;den naem van de fransche Natie van uyt rys sel vooral eer;1;Z;c
4644;3194;1821_Brus_Goet_01;1821;38;een decreet uyt in den raede van braband den 13  januarius 1515;een decreet uyt in den raede van braband den 13  januarius 1515 dat het Capittel van st Gudula;1;Z;c
4645;3196;1821_Brus_Goet_01;1821;38;hy;bekent als wanneer hy segt dat hy voor geen ander oorsaeke;6;Z;c
4646;3199;1821_Brus_Goet_01;1821;43;de bulle van unigenitus den paus clemens den xi in t jaer 1713;hem souden raeden de bulle van unigenitus den paus Clemens den XI in t jaer 1713  tegen;1;Z;c
4647;3198;1821_Brus_Goet_01;1821;43;de mem### van den cardinael aerts-bischop;wird aen hem in persoon opgedraegen de Mem### van den Cardinael aerts-bischop in welcke syne;8;Z;c
4648;3200;1821_Brus_Goet_01;1821;44;een edict uyt tot voordeel van de ketters en protestanten;die sijne Majesteyt uytgaf Voor eerst gaf hy een edict uyt tot voordeel van de ketters en protestanten  waertegen;1;Z;c
4649;3206;1821_Brus_Goet_01;1821;46;den 1 julius wird gevraegt den staet der geestelyke goederen;voorgeschreven van concours te houden den 1 julius wird gevraegt den staet der geestelyke goederen den 16 october;1;Z;c
4650;3203;1821_Brus_Goet_01;1821;46;den 13 mey bevel aen de  bischoppen;door den keyser onder andere  den 13 mey bevel aen de  bischoppen  van eene naukeurige lyste te;1;Z;c
4651;3205;1821_Brus_Goet_01;1821;46;den 16 junius nieuwe maniere voorgeschreven van concours;te maeken in de steden den 16 junius nieuwe maniere voorgeschreven van concours  te houden den 1 julius;1;Z;c
4652;3207;1821_Brus_Goet_01;1821;46;den 16 october bevel;den staet der geestelyke goederen den 16 october bevel  van een seminarie generael op;1;Z;c
4653;3204;1821_Brus_Goet_01;1821;46;den 25 mey bevel van nieuwe verdeylingen der parochien;den 25 mey bevel van nieuwe verdeylingen der parochien;1;Z;c
4654;3201;1821_Brus_Goet_01;1821;46;den 28 september 1784 edict van den keyser op de houwlyken;Den 28 september 1784 edict van den keyser op de houwlyken het welk verbied aen alle geestelyke recht;1;Z;c
4655;3202;1821_Brus_Goet_01;1821;46;ook een edict uyt;den keyser gaf ook een edict uyt raekende het vernietigen;1;Z;c
4656;3210;1821_Brus_Goet_01;1821;47;een  depeche geteekent den 14 februarius;van eybel den apostelyken Nuntius wierd door  een  depeche geteekent den 14 februarius  geboden binnen;2;Z;c
4657;3209;1821_Brus_Goet_01;1821;47;eene breve den paus pius vi;voor een groot deel aen eene breve den paus pius VI  veroordeelende het scandaelig ges##;2;Z;c
4658;3212;1821_Brus_Goet_01;1821;47;op de depeche van den vorigen dag;bischop  op de depeche van den vorigen dag  hy vertoond;2;Z;c
4659;3208;1821_Brus_Goet_01;1821;47;den minister barbiano belgiojoso;zyne excellentie  den minister barbiano belgiojoso  ant;1;Z;c
4660;3211;1821_Brus_Goet_01;1821;47;neur generael par intrim;neur generael par intrim  aen de bischoppen van Nederland;1;Z;c
4661;3213;1821_Brus_Goet_01;1821;48;de depeche;op de depeche hem toe gesonden van den minister in de;2;Z;c
4662;3214;1821_Brus_Goet_01;1821;48;een decreèt;majesteyt  een decreèt  verbiedende aen den cardinael;1;Z;c
4663;3215;1821_Brus_Goet_01;1821;48;den cardinael;te doen uyt gaen  den cardinael  antwoorde;6;Z;c
4664;3220;1821_Brus_Goet_01;1821;49;kent 18 der selve maend;kent 18 der selve maend  door welke den raed van;1;Z;c
4665;3219;1821_Brus_Goet_01;1821;49;syn declaratie den 27 junius 1789;gen en ondersogt hadde gaf  syn declaratie den 27 junius 1789  in welke hy vonniste;1;Z;c
4666;3217;1821_Brus_Goet_01;1821;49;den cardinael;aenstonds schreef den cardinael aen den minister dat hy;6;Z;c
4667;3218;1821_Brus_Goet_01;1821;49;hy;moediger  hy sig vertoonde hy schreèf den 15 meèrt;6;Z;c
4668;3216;1821_Brus_Goet_01;1821;49;keyser en koning;keyser en koning  aen den cardinael aerts-bischop met absoluut;6;Z;c
4669;3224;1821_Brus_Goet_01;1821;50;de gazet;den cardinael dien brief van den minister in de gazet;3;Z;c
4670;3222;1821_Brus_Goet_01;1821;50;den cardinael;den cardinael dien brief van den minister in de gazet;2;Z;c
4671;3223;1821_Brus_Goet_01;1821;50;dien brief van den minister;den cardinael  dien brief van den minister in de gazet;2;Z;c
4672;3221;1821_Brus_Goet_01;1821;50;het decreet door t welk hy intiemen raedsheer van staet benoemd was;H stephanus als ook het decreet door t welk hy intiemen raedsheer van staet benoemd was;1;Z;c
4673;3225;1821_Brus_Goet_01;1821;53;hunne valsche uytstroeytsels;hunne valsche uytstroeytsels  soo van ondersteunt;5;Z;c
4674;3226;1821_Brus_Goet_01;1821;53;volgens de valsche geruchten d;Men rekende dan  volgens de valsche geruchten d ater;5;Z;c
4675;3228;1821_Brus_Goet_01;1821;54;in de selve gazetten;menigmael in de selve gazetten  dat er circa 2 a 3 duizend;3;Z;c
4676;3227;1821_Brus_Goet_01;1821;54;schryven der publieke gazetten;schryven der publieke gazetten  in welke men daege;3;Z;c
4677;3230;1821_Brus_Goet_01;1821;55;syne declaratie;te bewaeren hy meld voorders dat hy syne declaratie;1;Z;c
4678;3231;1821_Brus_Goet_01;1821;56;eene verklaering;der theologie eene verklaering  uyt door welke sy in;4;Z;c
4679;3232;1821_Brus_Goet_01;1821;57;leopoldus ii;leopoldus II broeder vam josephus II door welke hy;6;Z;c
4680;3233;1821_Brus_Goet_01;1821;58;een decreet;Maer daer is aenstonds een decreet  gegeven door den raede;1;Z;c
4681;3234;1821_Brus_Goet_01;1821;61;4 afschrieften van de acte;alhier vertoont hebben de  4 afschrieften van de acte hier voren ingevoegt en gemaekt en;1;Z;c
4682;3236;1821_Brus_Goet_01;1821;61;de declaratie van den 13 mey 1786;september 1784 en de declaratie van den 13 Mey 1786;1;Z;c
4683;3237;1821_Brus_Goet_01;1821;61;declaratie van den 3 april october 1783;in Materie van houwelycken de  declaratie van den 3 april october 1783  aengaende de beneficien en;1;Z;c
4684;3239;1821_Brus_Goet_01;1821;61;het bevel van de 26 september 1785;op de apostelyke protonotarissen het bevel van de 26 september 1785 en van den 17 december 1787;1;Z;c
4685;3238;1821_Brus_Goet_01;1821;61;het edict van den 10 februarius 1785;in t geestelyk regt het edict van den 10 februarius 1785;1;Z;c
4686;3235;1821_Brus_Goet_01;1821;61;november 1761 ende de declaratie van den 18 november 1782 nopende de religieuse orders de edicten van den 5 december 1781 van den 19 augustus 1782 van den 28 september 1784;november 1761 ende de declaratie van den 18 november 1782 nopende de religieuse orders de edicten van den 5 december 1781 van den 19 augustus 1782 van den 28 september 1784  en de declaratie van den 13 Mey 1786;1;Z;c
4687;3246;1821_Brus_Goet_01;1821;62;1786-06-16;1786-06-16 en de declaratie van 17xx-04-27 ###;1;Z;c
4688;3250;1821_Brus_Goet_01;1821;62;dat edict van leopoldus ii;dat edict van leopoldus II is den zegenprael voornaeme;1;Z;c
4689;3243;1821_Brus_Goet_01;1821;62;de edicten van 1786-05-22 en 1786-05-27;de edicten van 1786-05-22 en 1786-05-27  tot eene nieuwe;1;Z;c
4690;3240;1821_Brus_Goet_01;1821;62;het bevel van 1786-02-11;het bevel van 1786-02-11  aengaende de kermisse;1;Z;c
4691;3248;1821_Brus_Goet_01;1821;62;het decreet van 1789-02-16;nopende de seminarien het decreet van 1789-02-16  en het bijvoegsel van 17xx-xx-27;1;Z;c
4692;3241;1821_Brus_Goet_01;1821;62;het edict van 1786-04-08;en Kerck-weydingen  het edict van 1786-04-08 vernie;1;Z;c
4693;3242;1821_Brus_Goet_01;1821;62;het edict van 1786-05-10;tigende de broederschappen het edict van 1786-05-10;1;Z;c
4694;3245;1821_Brus_Goet_01;1821;62;het edict van 1786-06-14;de benificien en kerckelyke goederen het edict van 1786-06-14 aengaende de benificien het edict;1;Z;c
4695;3247;1821_Brus_Goet_01;1821;62;het edict van 1786-10-16;op het Concours  het edict van 1786-10-16 tot oprig;1;Z;c
4696;3244;1821_Brus_Goet_01;1821;62;het edict van 1787-01-04;verdeylinge der parochien het edict van 1787-01-04;1;Z;c
4697;3249;1821_Brus_Goet_01;1821;62;van 1783-03-27;van 1783-03-27  gegeven tot suppressie van de;1;Z;c
4698;3251;1821_Brus_Goet_01;1821;62;aerts-bischop;aerts-bischop bestaende in eene opwecking tot de;6;Z;c
4699;3252;1821_Brus_Goet_01;1821;62;mouriez;mouriez  verklaerende dat de fransche in net;6;Z;c
4700;3253;1821_Brus_Goet_01;1821;66;aerts-bischop;aerts-bischop in t welck hy alle gelovige van syn;6;Z;c
4701;3255;1821_Brus_Goet_01;1821;70;decreet;decreet  wird met gewaepende magt uytgevoert alle;1;Z;c
4702;3254;1821_Brus_Goet_01;1821;70;het decreet van den 13 december 1792;volgens den iv artikel van  het decreet van den 13 december 1792  door de Nationaele Conventie;1;Z;c
4703;3256;1821_Brus_Goet_01;1821;75;decreet;christenen deden hun uysterste beste om dit decreet  te;1;Z;c
4704;3257;1821_Brus_Goet_01;1821;75;decreet;decreet  uytquam van alle de kercken doen te sluyten;1;Z;c
4705;3258;1821_Brus_Goet_01;1821;78;eene bulle;door eene bulle gegeven door den paus leo den;1;Z;c
4706;3259;1821_Brus_Goet_01;1821;81;veele schriften;thoren veele schriften van privilegien die aen dese;1;Z;c
4707;3260;1821_Brus_Goet_01;1821;81;den luyster van braband;hebben onder den titel van den luyster van braband  en omdat dit werck;4;Z;c
4708;3262;1821_Brus_Goet_01;1821;85;te deum;door de Clergée ingehaelt synde den te Deum  gesongen wird;9;Z;c
4709;3261;1821_Brus_Goet_01;1821;85;te deum laudamus;te Deum laudamus gesongen wird in t musiek;9;Z;c
4710;3264;1821_Brus_Goet_01;1821;88;decreet;een decreet  dat alle de pastoors en bischoppen ge;1;Z;c
4711;3263;1821_Brus_Goet_01;1821;88;edickt;item edickt 17 october van den keyser josephus;1;Z;c
4712;3265;1821_Brus_Goet_01;1821;91;wetthen der fransche republiq;wetthen der fransche republiq  met gewelt moeten aen veirden;1;Z;c
4713;3266;1821_Brus_Goet_01;1821;95;men;men  sag in dien moment eene groote blydschap;6;Z;c
4714;3267;1821_Brus_Goet_01;1821;97;bulle gegeven door den paus leo den xden den 1520-04-17;bulle gegeven door den paus leo den Xden den 1520-04-17;1;Z;c
4715;3268;1821_Brus_Goet_01;1821;99;de selve tydinge a;hadde heeft  de selve tydinge a en synen Meester gebrogt en geseyd;7;Z;c
4716;3269;1821_Brus_Goet_01;1821;100;het magistraet;eenige de minste plunderinge want  het Magistraet  hadde gepu;1;Z;c
4717;3270;1821_Brus_Goet_01;1821;101;de tyding;des doods onderstaen hadde kwamp de tyding dat hy synen pardon hadde;7;Z;c
4718;3271;1821_Brus_Goet_01;1821;104;pater goubier;pater goubier  dese reden van pater mercier aen;6;Z;c
4719;3272;1821_Brus_Goet_01;1821;107;brief;brief  aengeplackt uyt order van den bischop dat alle geestelyke hier;2;Z;c
4720;3273;1821_Brus_Goet_01;1821;109;brieven van den 1744-01-08;Majesteyt de Koninginne by  brieven van den 1744-01-08;2;Z;c
4721;3275;1821_Brus_Goet_01;1821;112;aengeplackt;iser aengeplackt  geweest dat alle de blecke goten;1;Z;c
4722;3274;1821_Brus_Goet_01;1821;112;eenen arettee;iser eenen arettee aengeplackt raeckende den hou;1;Z;c
4723;3277;1821_Brus_Goet_01;1821;114;eenen brief;dat den prefeckt eenen brief  ontfangen hadde dat bona;2;Z;c
4724;3276;1821_Brus_Goet_01;1821;114;order vant gouvernement;iser aengeplackt geweest door  order vant gouvernement;1;Z;c
4725;3278;1821_Brus_Goet_01;1821;114;een bericht;iser wederom een bericht aengekondigt ten opsigte;1;Z;c
4726;3279;1821_Brus_Goet_01;1821;115;een bericht;is er een bericht  aengeplackt  ten opsigte van de brood;1;Z;c
4727;3280;1821_Brus_Goet_01;1821;122;aengeplackt;iser aengeplackt  dat alle de schippers hun moesten begeven;1;Z;c
4728;3281;1821_Brus_Goet_01;1821;125;brieven;brieven  ontfangen welcke brieven vermelden dat sy genoot;2;Z;c
4729;3283;1821_Brus_Goet_01;1821;126;de conterbutie;Wird de Conterbutie  aengeplackt van de gront-lasten;1;Z;c
4730;3282;1821_Brus_Goet_01;1821;126;de teyding;was daer tegenwoordig omdat de teyding  onverwagts;5;Z;c
4731;3284;1821_Brus_Goet_01;1821;127;aengeplackt;is er aengeplackt  dat niemand hoe genaemt mocht wegen;1;Z;c
4732;3285;1821_Brus_Goet_01;1821;129;aengeplackt;is er  aengeplackt  geweest door order van den prefeckt;1;Z;c
4733;3286;1821_Brus_Goet_01;1821;129;verbod in alle kercken;dede men wederom verbod in alle kercken  raekende;1;Z;c
4734;3287;1821_Brus_Goet_01;1821;132;aengeplackt;iser aengeplackt  geweest dat alle wercklieden hoe genaemt;1;Z;c
4735;3288;1821_Brus_Goet_01;1821;135;eenen brief;alle pastoors eenen brief  gesonden hadde om hun te;2;Z;c
4736;3289;1821_Brus_Goet_01;1821;136;aengeplackt;iser aengeplackt  geweest dat de borgers van 18 tot 59;1;Z;c
4737;3292;1821_Brus_Goet_01;1821;137;brieven;om verre geschoten heeft hy hadde verscheyde brieven;2;Z;c
4738;3290;1821_Brus_Goet_01;1821;137;aengeplackt;iser  aengeplackt  geweest dat alle de borgers oodmoedelyck;1;Z;c
4739;3291;1821_Brus_Goet_01;1821;137;aengeplaekt;is er aengeplaekt  geweest dat alle de groenweyven;1;Z;c
4740;3293;1821_Brus_Goet_01;1821;138;aenplacken;van de stad heeft oock doen  aenplacken  dat hy verhoopt;1;Z;c
4741;3295;1821_Brus_Goet_01;1821;141;te deum;te deum  gesongen en men heeft het selve wederom erstelt;4;Z;c
4742;3296;1821_Brus_Goet_01;1821;144;tyding;komste uytgestelt was tot naer den Noen op welcke  tyding;7;Z;c
4743;3297;1821_Brus_Goet_01;1821;148;aengeplackt;iser  aengeplackt dat alle de vodde wyven de welcke;1;Z;c
4744;3298;1821_Brus_Goet_01;1821;150;aengeplackt;is er  aengeplackt geweest dat alle borgers genootsaeckt;1;Z;c
4745;3299;1821_Brus_Goet_01;1821;151;aengeplackt;is er aengeplackt geweest dat Men in geene Caffe huysen ofte;1;Z;c
4746;3300;1821_Brus_Goet_01;1821;152;aengeplackt;is aengeplackt geweest dat den prefeckt rekening vraegt;1;Z;c
4747;3301;1821_Brus_Goet_01;1821;153;men;Men  hoorde het geluyt der klocken en het schieten van;6;Z;c
4748;3302;1821_Brus_Goet_01;1821;154;aengeplackt;is er aengeplackt  geweest dater eenen bureau sal aenge;1;Z;c
4749;3304;1821_Brus_Goet_01;1821;157;aengeplackt;Men heeft oock indien Moment aengeplackt raekende de;1;Z;c
4750;3303;1821_Brus_Goet_01;1821;157;aengeplackt g;is er aengeplackt g eweest dat niemand mogt bosch kolen;1;Z;c
4751;3305;1821_Brus_Goet_01;1821;158;aengeplackt;iser  aengeplackt geweest door ordonnantie Van den heere;1;Z;c
4752;3307;1821_Brus_Goet_01;1821;158;aengeplaekt;Men heeft oock in dien Moment aengeplaekt  dat alle het;1;Z;c
4753;3306;1821_Brus_Goet_01;1821;158;de ordonantie van t jaer 1790;worden en conform syn aen de ordonantie van t jaer 1790  tenteyde van t hiervore;1;Z;c
4754;3308;1821_Brus_Goet_01;1821;160;aengeplackt;is er aengeplackt geweest dat Men geene vuyligheyt;1;Z;c
4755;3309;1821_Brus_Goet_01;1821;161;aengeplaekt;syn er 54 jongens  aengeplaekt met hunne naemen;1;Z;c
4756;6707;1805_Haar_Vinn;1805;3;mateus 13 vs 1 en 2;Mateus 13 Vs 1 en 2;9;N;c
4757;6708;1805_Haar_Vinn;1805;26;de tijding;s morgens is de tijding gekoomen van t staan;7;N;c
4758;6709;1805_Haar_Vinn;1805;31;handelingen 4 vers 32;tot den seyt Handelingen 4 vers 32;9;N;c
4759;6710;1805_Haar_Vinn;1805;32;oude aantekening;Uijt een  Oude aantekening is mij gebleeken;4;N;c
4760;6711;1805_Haar_Vinn;1805;35;een espresse;8 - snags komt  een Espresse welke berigt daer;2;N;c
4761;6713;1805_Haar_Vinn;1805;35;gerugt;ontstond er  gerugt  dat nog eenige scheepen;5;N;c
4762;6712;1805_Haar_Vinn;1805;35;t berigt;door den Majoor gevisiteerd  t berigt was;7;N;c
4763;6714;1805_Haar_Vinn;1805;36;de brieven;voorgeleezen de Brieven van goedkeuring;2;N;c
4764;6715;1805_Haar_Vinn;1805;40;de berigten;de Berigten dan goed dan slegt het;7;N;c
4765;6717;1805_Haar_Vinn;1805;41;den trommel alarm;de Burgerij door den Trommel alarm te doen;5;N;c
4766;6716;1805_Haar_Vinn;1805;41;gerugte;De gerugte  zyn dat de Franse in Amsterdam zijn;5;N;c
4767;6718;1805_Haar_Vinn;1805;42;tijding;bedroeft keeken de orange kalanten op deze Tijding;7;N;c
4768;6720;1805_Haar_Vinn;1805;43;publicatie;en tot staving was een publicatie  afgeleezen;1;N;c
4769;6719;1805_Haar_Vinn;1805;43;aanzegging;Geschiede door aanzegging  van de Geweeren;5;N;c
4770;6721;1805_Haar_Vinn;1805;44;publicatie;publicatie  wierd gezegd - dat Zijne Hooghyd;1;N;c
4771;6722;1805_Haar_Vinn;1805;46;een publikate;een publikate van;1;N;c
4772;6723;1805_Haar_Vinn;1805;48;publicatie;Op een  Publicatie van stadweegen waarin deeze;1;N;c
4773;6726;1805_Haar_Vinn;1805;49;berigt;260 a tot komt  berigt  dat het;3;N;c
4774;6725;1805_Haar_Vinn;1805;49;placaat;wierd een Placaat waarin de 25sten Penning;1;N;c
4775;6724;1805_Haar_Vinn;1805;49;hij;te hebben zoo als hij  aen veele gezegd heeft;6;N;c
4776;6727;1805_Haar_Vinn;1805;50;men;aan de Boomen hangen  Men zegt om;6;N;c
4777;6730;1805_Haar_Vinn;1805;52;eene wederlegging;gegeeven eene wederlegging en wel voor Haare;1;N;c
4778;6728;1805_Haar_Vinn;1805;52;t placaat;aan  t Placaat vande 25ste penning voldaan heeft;1;N;c
4779;6729;1805_Haar_Vinn;1805;52;een boekje;deezer dagen is int Ligt gekoomen een Boekje;4;N;c
4780;6731;1805_Haar_Vinn;1805;55;andre;andre zeggen een schip na de kaarsla toe;6;N;c
4781;6734;1805_Haar_Vinn;1805;57;de courant;de Declaratie van oorlog in de Courant  en;3;N;c
4782;6736;1805_Haar_Vinn;1805;57;brief;nog een nadere brief aan de Predikanten;2;N;c
4783;6732;1805_Haar_Vinn;1805;57;de tyding;daar de tyding in kwam dat de Dijk bij;7;N;c
4784;6733;1805_Haar_Vinn;1805;57;de tyding;eerstgenoenden de tyding  van de komst van;7;N;c
4785;6735;1805_Haar_Vinn;1805;57;trommel;de Trommel  word in de stad omgeslagen;5;N;c
4786;6738;1805_Haar_Vinn;1805;58;de tyding;de Caagscheepen zijn weg en de tyding;7;N;c
4787;6737;1805_Haar_Vinn;1805;58;de tyding;men verwagt de tyding dat Breda door;7;N;c
4788;6739;1805_Haar_Vinn;1805;59;men;men zegt verkogt voor Agtien gulden;6;N;c
4789;6740;1805_Haar_Vinn;1805;63;men;verkogt worden als ook de Raapen en Men;6;N;c
4790;6742;1805_Haar_Vinn;1805;65;brief;Bedrog brief gevonden alzoo die vals en geheel;2;N;c
4791;6741;1805_Haar_Vinn;1805;65;een waaschouwing;een waaschouwing aan de ingezeetenen om zig;1;N;c
4792;6743;1805_Haar_Vinn;1805;66;brieven;ten Platten Landen Zijn Brieven  geschr;2;N;c
4793;6746;1805_Haar_Vinn;1805;66;een publicatie;en is Een publicatie van Stads weegen gedaan;1;N;c
4794;6744;1805_Haar_Vinn;1805;66;boekje;in de Stad zijn Boekje  onder de deur door;4;N;c
4795;6745;1805_Haar_Vinn;1805;66;pasquilles & publicaaties;telkens worde pasquilles & publicaaties aan;4;N;c
4796;6747;1805_Haar_Vinn;1805;67;men;met bagagie hier door  men zegt na Rotterd;6;N;c
4797;6752;1805_Haar_Vinn;1805;68;berigt;berigt  dat Utrecht van de Engelse ontstegen is;3;N;c
4798;6753;1805_Haar_Vinn;1805;68;valse brief;valse Brief  welke berigte een stilstand van;2;N;c
4799;6748;1805_Haar_Vinn;1805;68;publicatie;De in en opgezeetene is bij publicatie met aan;1;N;c
4800;6754;1805_Haar_Vinn;1805;68;berigt;Savonds komt berigt  dat de fransen door;7;N;c
4801;6749;1805_Haar_Vinn;1805;68;men;Soldaten  men zegt het Hospitaal van Leijden;6;N;c
4802;6751;1805_Haar_Vinn;1805;68;men;te bewaaren -  men meent Loene over te geeven;6;N;c
4803;6750;1805_Haar_Vinn;1805;68;sommige;sommige  zeggen 160 wagen zieken gekwesten;6;N;c
4804;6755;1805_Haar_Vinn;1805;69;een brief;De Gecommiteerde gaaven door een Brief te;2;N;c
4805;6756;1805_Haar_Vinn;1805;71;gerugt;het gerugt  dat de Engelse voor de Gr Houtpoort;5;N;c
4806;6757;1805_Haar_Vinn;1805;71;men;en  men zegt veldstukken de Burgers;6;N;c
4807;6758;1805_Haar_Vinn;1805;72;men;zijn vervolgens schoon men  Zyde het;6;N;c
4808;6760;1805_Haar_Vinn;1805;74;de muncepaliteyt;is voor onheijl - de Muncepaliteyt heeft;1;N;c
4809;6759;1805_Haar_Vinn;1805;74;tyeding;tyeding  zoo slegt en woest dat men bedugt;5;N;c
4810;6761;1805_Haar_Vinn;1805;75;het placaat;te vertrekken het placaat  waar by de;1;N;c
4811;6762;1805_Haar_Vinn;1805;76;placcaat;Placcaat vernietigd word;1;N;c
4812;6764;1805_Haar_Vinn;1805;77;placaat;Placaat over t oproer haar misgreepen;1;N;c
4813;6763;1805_Haar_Vinn;1805;77;request;vrouwen hebben een request gepresenteerd;1;N;c
4814;6766;1805_Haar_Vinn;1805;78;courant met de articulen;Avond een na courant met de articulen;3;N;c
4815;6769;1805_Haar_Vinn;1805;83;brief;brief  van de Centrale Commissie uyt;2;N;c
4816;6767;1805_Haar_Vinn;1805;83;t raport;en Hooge Officieren in t Raport  word kennis;1;N;c
4817;6768;1805_Haar_Vinn;1805;83;men;dog met bepaaling en men Zegt niet na;6;N;c
4818;6770;1805_Haar_Vinn;1805;85;men;partijen  men denkt na t Leger aan den Rijn;6;N;c
4819;6772;1805_Haar_Vinn;1805;87;tyding;te zullen hebben in de morgen komt  tyding;7;N;c
4820;6771;1805_Haar_Vinn;1805;87;een boekje;Uytgeven van een Boekje  geschikt om;4;N;c
4821;6773;1805_Haar_Vinn;1805;88;men;men  zegt bij de Mulroep@@@ gerezolveerd;6;N;c
4822;6774;1805_Haar_Vinn;1805;90;t briefje;volgens t briefje uyt de kerk;2;N;c
4823;6775;1805_Haar_Vinn;1805;93;berigt;berigt  van een kundig man van Lantszoon;7;N;c
4824;6776;1805_Haar_Vinn;1805;93;de berigten;maar door t tij gedreeven de berigten zijn kraanig;7;N;c
4825;6779;1805_Haar_Vinn;1805;94;tijding;met deeze tijding;7;N;c
4826;6778;1805_Haar_Vinn;1805;94;berigten;berigten  zijn de Hollanders als meerder moet en dapperheid;7;N;c
4827;6777;1805_Haar_Vinn;1805;94;getuijgen;ook volgens getuijgen  der Engelse beeter schigthuijsen;6;N;c
4828;6781;1805_Haar_Vinn;1805;95;aanneeming der constitutie;Aanneeming der Constitutie afgekondigd;1;N;c
4829;6780;1805_Haar_Vinn;1805;95;constitutie;Constitutie gepubliceerd zynde op de;1;N;c
4830;6782;1805_Haar_Vinn;1805;95;tutie;tutie  tot dat Einde op de Markt een nieuwe;1;N;c
4831;6783;1805_Haar_Vinn;1805;97;tuynman;kundig Tuynman dat in Twintig Jaaren;6;N;c
4832;6784;1805_Haar_Vinn;1805;101;de tyding;worden gebruijk tot vervoering de tyding;7;N;c
4833;6785;1805_Haar_Vinn;1805;102;de tijdingen;de tijdingen  van de Engelse zijn schrikbaarend;7;N;c
4834;6788;1805_Haar_Vinn;1805;103;tijding;Wonder is het dat in de namiddag  tijding  is dat;7;N;c
4835;6786;1805_Haar_Vinn;1805;103;tydingen;geduurig vroed en aandoening want de tydingen;7;N;c
4836;6787;1805_Haar_Vinn;1805;103;valse tydingen;met valse tydingen  die zeeker worden aangewend;7;N;c
4837;6789;1805_Haar_Vinn;1805;103;berigt;berigt dat de leger slaags zijn en teegen de;7;N;c
4838;6791;1805_Haar_Vinn;1805;104;tydingen;doorsaek Tydingen;7;N;c
4839;6790;1805_Haar_Vinn;1805;104;berigten;Geen kwaad nog is - door de  berigten  op de;7;N;c
4840;6792;1805_Haar_Vinn;1805;105;tyding;de vreugd was groot met den tyding  maar;7;N;c
